Cust_No,Gender,Title,City,County,Country,Occupation,Manufacture,OS,Tarriff,Tarriff_Type,Payment_Method,Contract_Length,AVG_of_Bill_Amount,AVG_of_OOB_Total_Charge,AVG_of_OOB_Amount_to_Total_Amoun,AVG_of_Voice_Usage,AVG_of_SMS_Usage,AVG_of_Data_Usage,Age,Churn_Fl
1003273,male,Mr.,Pittenweem,Fife,Scotland,Electronic equipment installer,Apple,iOS,Red Premium,Post-Pay,DD,18,48.253,3.252275086,0.067123471,153.96,249.672,1539.624,42,0
1003274,female,Mrs.,Peterlee,County Durham,England,Elevator installer,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,76.293,11.29304036,0.145043193,663.021,732.471,6625.329,38,0
1003275,female,Mrs.,Merville Garden Village,County Antrim,Northern Ireland,File clerk,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,74.733,9.731533245,0.127568005,644.395,728.951,6796.811,64,0
1003278,female,Mrs.,Newcastle,County Down,Northern Ireland,Therapeutic recreation specialist,Nokia,MeeGo OS,Red Premium,Post-Pay,DD,18,47.27,2.269343284,0.047841786,213.697,288.218,1176.529,36,0
1003279,male,Mr.,Penzance,Cornwall,England,Defense attorney,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,80.944,15.94434717,0.195137352,493.04,713.478,8467.477,32,0
1003280,female,Ms.,Saltash,Cornwall,England,Camp counselor,Samsung,Android OS,Red Super,Post-Pay,CC,24,81.428,6.427228923,0.075227514,600.261,703.564,6282.197,35,0
1003281,male,Mr.,Saltash,Cornwall,England,Transfer clerk,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,73.38,8.381066392,0.11193492,504.6,895.958,6966.248,61,0
1003282,female,Mrs.,Borrowstounness,Falkirk,Scotland,Captive agent,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,75.95,10.94934639,0.140297603,650.182,718.014,6819.376,32,0
1003283,female,Ms.,Cambridge,Cambridgeshire,England,Extruding and forming machine setter,Apple,iOS,Red Super,Post-Pay,DD,24,86.218,11.21833822,0.128645352,871.71,991.024,8089.871,23,0
1003284,male,Mr.,Stotfold,Bedfordshire,England,Sports official,Nokia,Proprietary,Red,Post-Pay,DD,24,35.383,0.383157882,0.010711402,60.6462,110.992,494.071,34,0
1003285,male,Dr.,Fort William,Highlands,Scotland,Costume attendant,Apple,iOS,Red Essentials,Post-Pay,DD,24,65.839,15.84036996,0.23832643,345.051,500.824,4755.222,50,1
1003286,male,Mr.,Kilkeel,County Down,Northern Ireland,Rigging chaser,Nokia,Microsoft,Red Essentials Premium,Post-Pay,DD,18,73.915,8.916006158,0.118318989,479.045,865.761,6842.917,19,0
1003289,male,Mr.,Fort William,Highlands,Scotland,Orthotics technician,Nokia,Symbian OS ,Red Super,Post-Pay,DD,24,100.68,25.68195692,0.251802661,687.693,1255.79,8752.584,38,1
1003290,female,Ms.,Torpoint,Cornwall,England,Chief technology officer,Apple,iOS,Red,Post-Pay,DD,24,36.483,1.483071123,0.040426933,111.405,123.802,705.7844,35,0
1003291,female,Mrs.,Marazion,Cornwall,England,Enrichment education instructor,Nokia,Symbian OS ,Red,Post-Pay,DD,24,36.11,1.11047663,0.030577929,107.948,146.195,553.2997,39,0
1003292,male,Mr.,Lockerbie,Dumfries and Galloway,Scotland,Radio and telecommunications equipment installer,HTC,Android OS,Red Essentials Premium,Post-Pay,CC,18,68.063,3.063114114,0.041477913,299.033,538.945,5406.472,45,0
1003293,male,Mr.,Banbridge,County Down,Northern Ireland,Computer software engineer,Google,Android OS,Red Essentials Premium,Post-Pay,DD,18,74.513,9.51210767,0.125590776,468.706,736.008,7052.105,27,0
1003294,female,Ms.,Oldmeldrum,Aberdeenshire,Scotland,Print binding and finishing worker,HTC,Android OS,Red Essentials,Post-Pay,DD,24,53.873,3.873999174,0.070683507,435.95,479.689,3350.148,38,0
1003295,male,Mr.,Larbert,Falkirk,Scotland,Gynecology nurse,Apple,iOS,Red Super  Premium,Post-Pay,DD,18,119.47,19.46992933,0.161129968,805.305,1173.33,10626.33,30,0
1003296,male,Mr.,Banbridge,County Down,Northern Ireland,Oral and maxillofacial surgeon,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,71.164,6.163826026,0.0772437,360.266,551.076,5545.683,69,0
1003297,male,Mr.,Tranent,East Lothian,Scotland,Staff assistant,Nokia,Proprietary,Red,Post-Pay,DD,24,36.058,1.056743357,0.029237094,79.5,149.688,692.3893,54,0
1003298,male,Mr.,Runcorn,Cheshire,England,First responder,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,88.314,23.31474521,0.259339912,486.578,759.877,8253.014,34,1
1003299,female,Mrs.,Padstow,Cornwall,England,Health information manager,Apple,iOS,Red Essentials,Post-Pay,CC,24,57.877,7.876504332,0.134695412,444.943,483.933,4015.192,16,0
1003300,male,Mr.,Portadown,County Armagh,Northern Ireland,National account executive,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,71.064,6.06310791,0.07987698,344.574,509.736,6083.01,31,0
1003301,female,Ms.,Macduff,Aberdeenshire,Scotland,Construction manager,HTC,Android OS,Red Essentials,Post-Pay,DD,24,53.025,3.023883264,0.055255446,435.394,487.068,3390.334,29,0
1003302,female,Ms.,High Wycombe,Buckinghamshire,England,Payroll clerk,Apple,iOS,Red Super,Post-Pay,CC,24,88.985,13.98565904,0.153727651,866.197,990.274,8030.76,29,0
1003304,male,Mr.,Camborne,Cornwall,England,Clerical worker supervisor,Apple,iOS,Red Essentials,Post-Pay,CC,24,56.47,6.469820814,0.103854099,264.453,353.946,4001.693,24,1
1003305,female,Ms.,Portsoy,Aberdeenshire,Scotland,Payroll secretary,Apple,iOS,Red Essentials,Post-Pay,DD,24,58.612,8.612233744,0.1442371,449.397,477.423,4101.92,59,0
1003306,female,Ms.,Tranent,East Lothian,Scotland,Gaming dealer,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,78.316,13.31768756,0.168921965,701.742,886.793,5573.196,45,1
1003307,male,Mr.,Saltash,Cornwall,England,Physical therapist assistant,Samsung,Proprietary,Red,Post-Pay,CC,24,36.593,1.592905851,0.043403658,79.8006,123.282,821.9075,27,0
1003308,female,Ms.,Runcorn,Cheshire,England,Optical mechanic,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.059,0.059150364,0.001681455,80.0104,90.4365,348.5011,61,0
1003310,male,Mr.,Wixams,Bedfordshire,England,Pediatric dentist,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,83.04,18.04029757,0.215336544,477.465,713.369,7931.933,47,0
1003311,male,Mr.,Dufftown,Moray,Scotland,Control room assistant,Nokia,Microsoft,Red Premium,Post-Pay,DD,18,47.575,2.57356265,0.053896245,154.752,290.739,1364.676,69,0
1003313,male,Mr.,Auchtermuchty,Fife,Scotland,Military occupation,Apple,iOS,Red,Post-Pay,DD,24,36.673,1.673733565,0.045556571,77.6845,117.527,846.4424,62,0
1003314,male,Mr.,Fort William,Highlands,Scotland,Actor,Apple,iOS,Red Essentials,Post-Pay,DD,24,58.607,8.607098804,0.145856908,311.192,499.623,4714.93,53,0
1003315,male,Mr.,Arbroath,Angus,Scotland,Detective,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,81.212,16.21217077,0.198226478,478.219,734.646,8112.312,19,0
1003316,female,Mrs.,Borrowstounness,Falkirk,Scotland,Mine cutting and channeling machine operator,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,67.496,2.494572777,0.035741361,461.481,467.286,5419.683,37,0
1003317,female,Mrs.,Harrington,Cumbria,England,New accounts clerk,Nokia,MeeGo OS,Red Essentials,Post-Pay,DD,24,53.662,3.662552842,0.066790449,447.182,591.609,3150.482,59,0
1003318,male,Mr.,Newport Pagnell,Buckinghamshire,England,Stevedore,Nokia,Symbian OS ,Red Super,Post-Pay,DD,24,86.487,11.48609262,0.131084478,634.905,1161.74,7750.933,34,0
1003319,female,Mrs.,Runcorn,Cheshire,England,Travel consultant,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,70.514,5.51551658,0.076303986,663.965,741.594,5513.464,38,0
1003320,male,Mr.,Laurencekirk,Aberdeenshire,Scotland,Child care worker,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,71.075,6.07364929,0.076909603,317.284,616.99,4716.981,30,0
1003321,female,Ms.,Dalbeattie,Dumfries and Galloway,Scotland,Staffing coordinator,HTC,Android OS,Red Essentials,Post-Pay,DD,24,53.813,3.812054684,0.069916152,437.893,483.482,3178.784,35,0
1003322,female,Ms.,Eaglescliffe,County Durham,England,Environmental engineering technician,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,76.374,11.37441607,0.146529388,673.528,727.464,6249.736,57,0
1003323,male,Mr.,Lambourn,Berkshire,England,Unlicensed assistive personnel,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,78.68,13.67921682,0.173038974,489.065,773.334,7920.614,35,0
1003324,male,Dr.,Callington,Cornwall,England,Administrative office specialist,Nokia,Proprietary,Red,Post-Pay,CC,24,35.105,0.104874491,0.002943823,58.9313,104.899,464.3605,27,0
1003325,male,Mr.,Ballingry,Fife,Scotland,Fine arts instructor,Samsung,Proprietary,Red Super,Post-Pay,DD,24,92.195,17.19454863,0.182857145,645.431,977.657,9429.828,33,0
1003326,female,Mrs.,Menstrie,Clackmannanshire,Scotland,Cardiology technologist,Apple,iOS,Red Super,Post-Pay,DD,24,94.373,19.37354532,0.203862164,874.424,907.45,8185.29,44,1
1003327,female,Ms.,Kingussie,Highlands,Scotland,Library media aide,Google,Android OS,Red,Post-Pay,DD,24,35.811,0.812726546,0.022589188,108.586,121.945,568.2055,41,0
1003328,female,Ms.,St Just,Cornwall,England,Employment service specialist,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,69.173,4.173004044,0.057635294,496.641,609.649,5300.068,21,0
1003329,male,Mr.,Newbridge Drive,Dumfries and Galloway,Scotland,Show host,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.864,1.863552564,0.039430508,161.631,284.839,1410.988,64,0
1003330,female,Mrs.,Bowness on Windermere,Cumbria,England,Personnel recruiter,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.292,1.292620671,0.027727847,221.52,244.044,1110.353,58,0
1003332,male,Mr.,Falkirk,Falkirk,Scotland,EKG technician,Nokia,Proprietary,Red,Post-Pay,DD,24,35.322,0.321262202,0.008968674,67.4618,106.853,584.8423,19,0
1003334,male,Mr.,Kinghorn,Fife,Scotland,Transportation equipment painter,Nokia,Microsoft,Red Super,Post-Pay,DD,24,87.697,12.69740155,0.142474944,635.13,1177.91,8956.413,16,0
1003335,female,Mrs.,Portlethen,Aberdeenshire,Scotland,Staffing consultant,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,71.843,6.843039959,0.093145493,653.211,871.574,5254.402,21,0
1003336,male,Mr.,Ballingry,Fife,Scotland,Aircraft electronics technician,Samsung,Proprietary,Red Essentials,Post-Pay,CC,24,53.969,3.968378986,0.067319171,238.998,412.76,3730.206,32,1
1003337,male,Mr.,Truro,Cornwall,England,Septic tank servicer,Apple,iOS,Red Super  Premium,Post-Pay,CC,18,122.1,22.10040763,0.179652147,830.956,1172.16,11105.23,59,0
1003338,male,Mr.,Duniplace,Falkirk,Scotland,Transit and railroad police,Apple,iOS,Red,Post-Pay,CC,24,36.543,1.541993317,0.042006528,83.7066,121.709,792.8619,35,0
1003339,male,Mr.,Torpoint,Cornwall,England,Health education specialist,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,58.999,8.999953443,0.150562274,323.486,477.941,4860.968,33,0
1003340,male,Mr.,Newbridge Drive,Dumfries and Galloway,Scotland,Machine offbearer,HTC,Android OS,Red Essentials,Post-Pay,CC,24,52.69,2.68999852,0.048047083,227.024,388.371,2714.404,33,0
1003343,male,Mr.,Portsoy,Aberdeenshire,Scotland,Community dietitian,Apple,iOS,Red Premium,Post-Pay,DD,18,48.638,3.637302749,0.074539807,160.126,244.656,1706.373,18,0
1003344,male,Mr.,Pitcoudie,Fife,Scotland,Pamphlet binding worker,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,68.726,3.7262032,0.048006972,375.939,589.725,5449.267,37,0
1003346,male,Mr.,Nantwich,Cheshire,England,Housing relocator,Apple,iOS,Red Premium,Post-Pay,DD,18,48.575,3.573979119,0.07344914,155.878,231.518,1616.713,39,0
1003348,female,Mrs.,Newport Pagnell,Buckinghamshire,England,Occupational therapist assistant,Apple,iOS,Red Essentials,Post-Pay,DD,24,53.743,3.742626604,0.066503003,352.098,311.824,2457.797,26,0
1003349,male,Mr.,Northstowe,Cambridgeshire,England,Dinkey operator,Apple,iOS,Red Super,Post-Pay,DD,24,90.669,15.66801597,0.170511379,640.223,932.575,9975.008,58,0
1003350,female,Ms.,Grangemouth,Falkirk,Scotland,Specification inspector,Apple,iOS,Red Premium,Post-Pay,CC,18,51.84,6.839014631,0.131717757,223.54,259.068,1340.107,41,1
1003351,male,Mr.,Dunstable,Bedfordshire,England,Wildlife officer,Nokia,Proprietary,Red,Post-Pay,CC,24,36.268,1.268077777,0.034871809,81.7383,147.468,699.0107,53,0
1003352,female,Ms.,Newbury,Berkshire,England,Registered nurse,Samsung,Proprietary,Red,Post-Pay,DD,24,35.367,0.366058221,0.010235081,85.1461,100.304,450.9404,25,0
1003353,female,Ms.,Marazion,Cornwall,England,Cardiology technologist,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,76.293,11.29110614,0.145282725,663.95,725.492,6476.596,23,0
1003355,male,Mr.,Harrington,Cumbria,England,CNC programmer,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,79.217,14.21692958,0.177902039,457.655,744.548,8286.659,38,0
1003356,male,Mr.,St Just,Cornwall,England,Public relations specialist,Apple,iOS,Red,Post-Pay,CC,24,36.145,1.144360946,0.031400474,60.3335,82.9568,543.8775,23,0
1003357,female,Mrs.,Newton Aycliffe,County Durham,England,Certified nursing assistant,Apple,iOS,Red Premium,Post-Pay,CC,18,48.081,3.081599958,0.063499766,218.987,241.919,1313.741,27,0
1003359,male,Mr.,Padstow,Cornwall,England,Delivery service truck driver,Samsung,Android OS,Red Super,Post-Pay,DD,24,96.872,21.87028191,0.224481316,651.609,965.582,10042.72,47,0
1003360,male,Mr.,Arlesey,Bedfordshire,England,Construction mechanic,Apple,iOS,Red Premium,Post-Pay,CC,18,46.367,1.365979321,0.028764569,133.806,185.453,1246.504,38,0
1003362,male,Mr.,March,Cambridgeshire,England,Camera repairer,Nokia,Proprietary,Red Super,Post-Pay,DD,24,86.118,11.11969821,0.127644311,646.639,1137.64,8444.117,62,0
1003363,male,Mr.,Beaconsfield,Buckinghamshire,England,Terminal controller,Apple,iOS,Red Premium,Post-Pay,DD,18,47.773,2.772702092,0.057888227,159.394,244.679,1579.779,19,0
1003367,female,Mrs.,Fowey,Cornwall,England,Infection control nurse,Samsung,Proprietary,Red Super,Post-Pay,DD,24,88.458,13.45901087,0.149711642,905.549,997.506,8455.118,44,0
1003368,female,Ms.,Aylesbury,Buckinghamshire,England,Surveillance officer,Samsung,Proprietary,Red Essentials Premium,Post-Pay,CC,18,67.393,2.393010414,0.033020327,486.48,480.29,4351.672,39,0
1003369,male,Mr.,Chatteris,Cambridgeshire,England,Nursing assistant,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,79.942,14.94141987,0.185089114,479.902,740.555,7505.465,36,0
1003370,male,Mr.,Macclesfield,Cheshire,England,Engineering technician,Samsung,Android OS,Red,Post-Pay,DD,24,36.487,1.486307639,0.040560491,78.9195,120.827,847.0049,46,0
1003371,female,Ms.,Dunstable,Bedfordshire,England,Power plant operator,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,75.978,10.9781086,0.142987196,653.267,735.102,6848.77,58,0
1003372,male,Mr.,Padstow,Cornwall,England,Elevator installer,Samsung,Android OS,Red Super  Premium,Post-Pay,CC,18,103.41,3.412175824,0.02833388,650.062,862.74,7376.812,59,0
1003375,female,Ms.,Egremont,Cumbria,England,Composing machine operator,Apple,iOS,Red Essentials,Post-Pay,CC,24,58.312,8.313613929,0.141105568,460.71,491.284,4215.069,23,0
1003376,male,Mr.,Newlyn,Cornwall,England,Managing editor,Google,Android OS,Red Premium,Post-Pay,DD,18,45.713,0.71214111,0.015271947,116.295,194.769,1037.975,49,0
1003378,male,Mr.,Saltash,Cornwall,England,PBX operator,Nokia,Proprietary,Red,Post-Pay,CC,24,36.129,1.129303273,0.031132478,77.0609,142.007,726.9108,30,0
1003379,male,Mr.,Stanley,County Durham,England,CAD operator,Apple,iOS,Red Premium,Post-Pay,DD,18,48.195,3.194338004,0.066137237,160.52,239.267,1582.705,17,0
1003380,female,Mrs.,Chatteris,Cambridgeshire,England,Dishwasher,HTC,Android OS,Red Essentials,Post-Pay,CC,24,51.021,1.020522721,0.019541521,323.179,387.874,2370.813,43,0
1003381,female,Dr.,Newbury,Berkshire,England,Health information manager,Samsung,Android OS,Red,Post-Pay,DD,24,36.126,1.125165262,0.031015137,111.253,126.196,681.1406,45,0
1003382,male,Mr.,Newlyn,Cornwall,England,Marine,Apple,iOS,Red,Post-Pay,CC,24,36.668,1.668819935,0.045312313,82.0563,121.654,807.5636,21,0
1003385,female,Ms.,Truro,Cornwall,England,Construction manager,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,78.74,13.74020464,0.171817927,630.643,744.426,6756.13,24,0
1003386,male,Mr.,Camborne,Cornwall,England,Biophysicist,Apple,iOS,Red Essentials,Post-Pay,DD,24,59.898,9.896715806,0.16297582,315.304,480.745,4842.316,17,0
1003387,male,Mr.,Padstow,Cornwall,England,Music conductor,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,73.749,8.748999652,0.116451954,484.047,871.322,7090.052,20,0
1003388,male,Mr.,Northstowe,Cambridgeshire,England,Animal control officer,HTC,Android OS,Red,Post-Pay,DD,24,35.117,0.117349537,0.003290094,64.4436,84.8895,490.2851,47,0
1003389,female,Ms.,March,Cambridgeshire,England,Employment interviewer,Samsung,Proprietary,Red,Post-Pay,CC,24,36.083,1.083406725,0.029854605,109.525,123.182,673.0705,74,0
1003390,male,Mr.,St Just,Cornwall,England,Plasma cutter,Nokia,Proprietary,Red,Post-Pay,DD,24,35.808,0.809520377,0.022563455,78.51,145.967,677.4768,25,0
1003391,male,Mr.,Ferryhill,County Durham,England,Blue,HTC,Android OS,Red Essentials,Post-Pay,CC,24,55.965,5.965214844,0.105459135,323.212,489.901,4138.122,30,0
1003392,female,Ms.,Macclesfield,Cheshire,England,Boiler operator,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,69.181,4.181092425,0.056356988,519.018,508.674,4210.812,36,0
1003393,male,Mr.,Newbury,Berkshire,England,Construction equipment operator,Apple,iOS,Red Premium,Post-Pay,DD,18,47.83,2.828447072,0.058852644,162.256,236.111,1579.001,46,0
1003394,male,Mr.,Beaconsfield,Buckinghamshire,England,EKG technician,Samsung,Android OS,Red Super  Premium,Post-Pay,DD,18,121.53,21.5307615,0.176231356,774.691,1197.35,10237.89,58,0
1003395,female,Ms.,Ferryhill,County Durham,England,Medical geographer,Samsung,Proprietary,Red,Post-Pay,DD,24,35.951,0.951320023,0.02627685,112.443,124.463,689.0651,35,0
1003396,male,Mr.,Greater Willington,County Durham,England,Insurance manager,Nokia,Microsoft,Red Premium,Post-Pay,DD,18,45.728,0.727824525,0.01568719,117.002,203.17,1074.174,29,0
1003397,male,Mr.,Runcorn,Cheshire,England,Speech pathologist,Apple,iOS,Red,Post-Pay,DD,24,36.488,1.488548458,0.040757913,81.3805,121.254,769.9006,39,0
1003398,female,Mrs.,Winslow,Buckinghamshire,England,Range manager,Samsung,Proprietary,Red Premium,Post-Pay,CC,18,47.464,2.464969383,0.05163715,219.623,247.572,1372.018,40,0
1003401,female,Ms.,Runcorn,Cheshire,England,Nurse aide,Nokia,Proprietary,Red Super,Post-Pay,CC,24,84.908,9.90725872,0.11416552,878.728,1171.65,6796.08,53,0
1003402,female,Ms.,Broughton in Furness,Cumbria,England,Information officer,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,69.308,4.307549902,0.060760885,644.613,870.073,5242.494,31,0
1003403,female,Mrs.,Newton Aycliffe,County Durham,England,Land acquisition manager,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.793,1.792959298,0.03805114,221.943,296.171,1058.66,31,0
1003404,male,Mr.,Billingham,County Durham,England,Printmaker,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,72.268,7.266682077,0.092359446,332.332,498.606,5774.266,35,0
1003405,female,Ms.,Northstowe,Cambridgeshire,England,Social worker,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.835,1.834720514,0.038971217,217.712,282.32,1105.586,18,0
1003406,male,Mr.,Monreith,Dumfries and Galloway,Scotland,Soil scientist,Apple,iOS,Red Essentials,Post-Pay,DD,24,59.398,9.395896924,0.15661483,331.163,485.002,4797.058,66,0
1003408,female,Mrs.,Huntly,Aberdeenshire,Scotland,Certified nurse-midwife,Nokia,Proprietary,Red,Post-Pay,CC,24,35.232,0.231355756,0.006477771,80.1204,111.411,386.9938,31,0
1003409,female,Ms.,Cambridge,Cambridgeshire,England,Aircraft surfaces assembler,Samsung,Proprietary,Red Essentials,Post-Pay,CC,24,57.625,7.626560525,0.130031409,431.368,479.689,3812.066,32,0
1003410,female,Ms.,Newton Aycliffe,County Durham,England,Navy,HTC,Android OS,Red Essentials,Post-Pay,DD,24,52.548,2.547909649,0.047674377,433.352,496.159,3360.322,18,0
1003411,male,Mr.,March,Cambridgeshire,England,Medical equipment preparer,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,74.385,9.385664352,0.124667595,479.388,884.118,7224.678,23,0
1003412,female,Ms.,High Wycombe,Buckinghamshire,England,Streetcar operator,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,68.305,3.305480795,0.045113254,503.725,595.7,4596.195,31,0
1003413,male,Mr.,Princes Risborough,Buckinghamshire,England,Personal banker,Apple,iOS,Red Premium,Post-Pay,DD,18,48.153,3.152583867,0.06527619,157.333,245.596,1605.406,58,0
1003415,male,Mr.,Larne,County Antrim,Northern Ireland,Boilermaker,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,76.101,11.10093283,0.143117762,478.477,854.528,7239.466,26,0
